#
ADC,0,ADC6,ADC_SPEAKER
ADC,1,ADC1,ADC_HALLEFFECT
#
Pin,0,GPIO_JOYC,GPIO_JOYC
Pin,1,GPIO_JOYU,GPIO_JOYU
Pin,2,GPIO_JOYD,GPIO_JOYD
Pin,3,GPIO_JOYL,GPIO_JOYL
Pin,4,GPIO_JOYR,GPIO_JOYR
Pin,5,GPIO_BTN_MENU,GPIO_BTN_MENU
Pin,6,GPIO_SIM_STATUS,GPIO_SIM_STATUS
Pin,7,GPIO_SIM_NETLIGHT,GPIO_SIM_NETLIGHT
Pin,8,GPIO_SIM_RI,GPIO_SIM_RI
Pin,9,GPIO_BQ_INT,GPIO_BQ_INT
Pin,10,GPIO_TCA_INT,GPIO_TCA_INT
Pin,11,GPIO_LCD_TEAR,GPIO_LCD_TEAR
Pin,12,GPIO_CC_HOST_IRQ,GPIO_CC_HOST_IRQ
Pin,13,GPIO_VBUS_DET,GPIO_VBUS_DET
Pin,14,GPIO_ADC_A_X,GPIO_ADC_SPEAKER
Pin,15,GPIO_ADC_A_Y,GPIO_ADC_HDC_INT
Pin,16,GPIO_ADC_CH3,GPIO_HEADSET_DET
Pin,17,GPIO_ADC_SPK,GPIO_ADC_HALL
#
Pin,18,GPIO_ETHLED0,GPIO_ETHLED0
Pin,19,GPIO_ETHLED1,GPIO_ETHLED1
Pin,20,GPIO_LED1,GPIO_LED1
Pin,21,GPIO_LED2,GPIO_LED2
Pin,22,TIM_WS2812,TIM_WS2812
Pin,23,GPIO_SIM_PWR_KEY,GPIO_SIM_PWR_KEY
Pin,24,GPIO_PWM_MIC,GPIO_PWM_MIC
Pin,25,PWM_LCD_BLIGHT,PWM_LCD_BLIGHT
Pin,26,PWM_SPK,PWM_SPK
Pin,27,GPIO_LCD_DCX,GPIO_LCD_DCX
Pin,28,GPIO_LCD_RST,GPIO_LCD_RST
Pin,29,LCD_CS,LCD_CS
Pin,30,GPIO_MUX_A,GPIO_MUX_A
Pin,31,GPIO_MUX_B,GPIO_MUX_B
Pin,32,GPIO_AMP_SHUTDOWN,GPIO_AMP_SHUTDOWN
Pin,33,GPIO_FET,GPIO_FET
Pin,34,GPIO_CH4,GPIO_CH3
Pin,35,GPIO_CH4,GPIO_CH4
Pin,36,FLASH_CS,FLASH_CS
Pin,37,CC_RST,CC_RST
Pin,38,CC_nHIB_pin,CC_nHIB_pin
Pin,39,CC_CS_pin,CC_CS_pin
#
I2C,0,I2C4,I2C_INTERNAL
I2C,1,I2C5,I2C_EXTERNAL
#
NVSBdev,0,NVSMSP432E40
#
PWM,0,PWM3,PWM_MIC
PWM,1,PWM6,PWM_LCDBL
PWM,2,PWM2,PWM_SPEAKER
#
#SD
#SDSPI
#
SPI,0,SPI2,SPI_CC
SPI,1,SPI3,SPI_FLASH
SPI,2,SPI0,SPI_LCD
#
UART,0,UART0,UART_CONSOLE
UART,1,UART6,UART_SIM
UART,2,UART4,UART_EXTERNAL
UART,3,UART3,UART_CC
#
#USB
#USBMSCHFatFs
#WATCHDOG
#

